,Dominant_Topic,Perc_Contribution,Topic_Keywords,CONTENT_TX
193,9,0.7,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",本次薯条是凉的
194,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好
195,0,0.22,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",人太多了，不过服务还是挺好的
196,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",环境不错
197,9,0.3667,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",新鲜好吃，方便
198,8,0.7,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",速度快
199,8,0.3502,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",做活动的太少，有些贵，多些活动。
200,8,0.3518,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",希望机场餐厅能和市内其它餐厅一样能用优惠券
201,9,0.82,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",烤翅不好吃了
202,5,0.35,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好，速度很快！
203,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务周到，热情
204,7,0.3502,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",高铁门口的餐厅 价格高
205,5,0.5508,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度好快
206,7,0.3481,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",点的百香果茉莉茶，喝的时候就感觉味道有点酸不太对劲，后来打开一看发现里面只有柠檬片，百香果颗粒都没有，，，我买的是百香果茉莉的而不是纯粹的柠檬茶，希望改善一下，谢谢
207,4,0.1,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",新年快乐！
208,3,0.4248,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",产品包装有瑕疵，牛奶盖子都是裂的，喝的时候没看结果衬衫上都是，还不给我餐巾纸
209,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好 
210,5,0.35,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",这家服务很好，有礼貌
211,5,0.5167,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好，很满意
212,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很满意
213,2,0.5185,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",.....
214,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务热情周到！
215,1,0.2202,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",好久不光顾 尝试一下新品
216,9,0.7749,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",小哥哥很帅
217,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",蛮好的
218,9,0.3669,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",小龙虾好吃
219,3,0.512,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",越是节假日，越要桌面干净，等了半天也没有人来收拾桌子
220,1,0.2754,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",比较忙，服务不是很周到
221,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",非常满意
222,5,0.275,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",环境挺好的
223,5,0.5857,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很热情，很喜欢这里的环境
224,4,0.2786,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",比利时巧克力甜筒好次
225,8,0.2367,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",薯条硬的像石头一样！怎么吃
226,3,0.3123,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",给孩子推荐的东西太辣了，大人吃的都很辣
227,6,0.1003,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",我没收到
228,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好好好！！！！
229,3,0.5232,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",结束的活动清晰摆放
230,8,0.5516,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",速度好快
231,7,0.3498,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",配餐人员连个口罩都不带
232,5,0.41,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好吃，环境很好，服务很好，老顾客啦！
233,5,0.4429,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",餐点很美味，服务很热情。
234,9,0.3924,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",要等的食物，点单的告知一下啊，还有配餐的忙了，问了下是不是缺了一杯，态度超级凶，唉
235,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
236,8,0.7,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",干净卫生
237,9,0.5497,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",太贵了
238,8,0.5516,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",?( ? )?元旦快乐
239,8,0.3667,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",比较热情，满意
240,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很满足 
241,3,0.3865,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",点了超大拿铁，拿回家发现错给了大杯
242,8,0.275,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",自助点菜速度
243,3,0.3642,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",问点东西就不耐烦，下次不来了，什么天气，可乐居然还加冰，过夏天呢，问都不问。
244,7,0.55,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",速度慢
245,5,0.5125,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",介绍自助点餐的小姐很好，给她点赞
246,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很热情
247,3,0.7,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",没有提供纸巾
248,3,0.775,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",再次没有提供纸巾
249,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员很耐心，
250,3,0.435,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",新奥尔良鸡腿堡从11：45下单说没有，需说需要等10几分钟，等了25分钟仍未拿到，业务能力堪忧。
251,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务好，热情！
252,9,0.5497,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",太贵了
253,9,0.5167,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",APP真的不好用，请改进
254,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好很快
255,1,0.4567,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",香辣鸡腿堡真的是一点都不走心，半片菜叶子，绝望了
256,0,0.5258,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",汉堡没有原来好吃了。做的有点厚
257,9,0.3819,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",希望鸡块一包能从五块变六块
258,5,0.3,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",配餐速度很快，服务很热情
259,8,0.35,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",配餐速度很快，服务热情周到
260,0,0.22,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",配餐快，服务好
261,2,0.42,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",原味鸡好吃的不得了
262,8,0.35,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",服务热情，餐厅环境整洁
263,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",非常满意
264,5,0.4267,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度满分，赞
265,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很好
266,9,0.3445,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",可能是口味不一样，感觉虾堡味道一般般，不怎么好吃
267,0,0.22,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",老顾客了，服务不错
268,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",挺好吃的
269,1,0.55,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",hao
270,0,0.2755,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",回购小龙虾汉堡，好吃
271,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好。
272,7,0.3694,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",冲着超飞套餐去的，遗憾的是只有粉色玩具，没有乐迪，希望能多备点库存
273,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好啊
274,8,0.42,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",态度和蔼可亲卫生干净
275,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很不错
276,9,0.42,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",现在东西没有以前好，口味也不一样
277,0,0.3719,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务员并不是那么礼貌啊，习惯五星好评，哈哈哈哈
278,0,0.275,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务超级好
279,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好
280,2,0.8119,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",无线网络太差 根本连不上
281,5,0.62,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好很满意的
282,2,0.7189,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",雪顶的冰淇淋少得可怜
283,8,0.4203,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",太脏啦，本人来自大连，没想到我大魔都的kFc，这么脏，
284,2,0.4335,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",差两个大份鸡米花
285,9,0.2751,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",龙虾不怎么好吃
286,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好
287,5,0.31,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务好，人也亲切，让人觉得很舒服，不错的一次用餐。
288,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很好?
289,9,0.3667,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",薯条不热
290,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",挺好的
291,1,0.6184,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",我买了虾堡他给了奥尔良鸡腿堡 我要可乐他说没气了换别的了就鸡翅没上错
292,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",热情，周到
293,9,0.35,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",手机点单的地方很混乱
294,7,0.55,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",服务满意
295,9,0.62,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",手机点餐真的垃圾
296,2,0.4429,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",主动提示顾客出示会员码
297,9,0.5253,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",节假日不排队就是好
298,0,0.55,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",方便，快捷
299,4,0.3757,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",傻逼客户端
300,3,0.3004,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",小孩去拿甜辣酱，服务很不好，
301,3,0.8203,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",餐桌都没人清理，脏乱差
302,9,0.4199,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",有会员及可以套餐的不积极主动提醒使用
303,7,0.2755,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",食品口感份量一般
304,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好?
305,9,0.7006,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",优惠券使用规则不明确
306,4,0.2247,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",给你们一个忠告，把今天中午捡剩饭的老赖赶出去我以后不会再来了，所以是给你们的忠告
307,9,0.42,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",环境不错，配餐很快
308,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
309,6,0.6375,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",知道东西没了还卖，等了半天才告诉。
310,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好
311,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好
312,6,0.275,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",宇宙最恶心厕所
313,9,0.3667,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",新鲜好吃
314,3,0.776,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",桌面都沒有及時清理。
315,6,0.4202,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",104感觉和五六十块钱的东西差不多
316,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度非常非常好
317,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好！
318,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好，表示感谢
319,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
320,8,0.775,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",人手少，比较乱
321,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好
322,1,0.2338,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",我不知道是不是 肯德基辣翅换成了奥尔良配方    因为我对奥尔良过敏  所以就吃了一口
323,5,0.3,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",微信点餐很方便，饮料口感不错
324,7,0.2586,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",刚刚手机都点不了，你们系统老是有问题，服务员还那么热情的要我好评，哎
325,2,0.5305,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",冰淇淋变难吃了
326,4,0.1,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",满好、:
327,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",人多人超级多
328,0,0.3674,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",小龙虾汉堡没有龙虾肉的嘛
329,1,0.82,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",奥尔良鸡翅没有奥尔良的味道
330,0,0.275,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务热情，环境卫生
331,3,0.275,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",都还不错的
332,2,0.3695,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",太拥挤
333,8,0.7757,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",位置少，等位久
334,3,0.3589,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",桌子没有人收拾，椅子全部是乱的，自助点餐边上服务员干站着，不顾餐厅其他业务。配餐速度很慢，后厨极乱
335,2,0.4203,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",吃饭有人抢我的上校鸡块
336,8,0.3448,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",每次来餐厅都是一帮中老年人占着位子吃自己带的零食，一群垃圾！
337,2,0.42,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",鸡腿小，鸡块骨头多
338,9,0.6817,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",就是火车站贵
339,7,0.55,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",容易点错
340,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",吃的很好。
341,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好！！
342,7,0.3,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",服务挺好的，帮我们找位置
343,1,0.3455,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",小食拼盘装错了，薯条不酥脆，土豆泥特别稀，没有一点土豆的香味
344,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很好?
345,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务好，环境好
346,6,0.3101,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",店很大，座位就几个，没座位有时候就不想吃了
347,1,0.3662,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",点了小龙虾烤鸡堡，里面虾都没有。差评
348,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好
